model,epoch,train_loss,train_mae,train_rmse,val_mae,val_rmse,weighted_mae_q75,weighted_mae_q90
GNN Correlation Only,1,0.892301045358181,0.5573865175247192,0.6561452746391296,0.7308944463729858,0.8660593628883362,0.33030615746974945,0.7504987239837645
GNN Correlation Only,2,0.8459459897130728,0.5790541768074036,0.6835982799530029,0.7530529499053955,0.8893830180168152,0.33030615746974945,0.7504987239837645
GNN Correlation Only,3,0.8410482760518789,0.5678451061248779,0.6722907423973083,0.7403166890144348,0.8775731325149536,0.33030615746974945,0.7504987239837645
GNN Correlation Only,4,0.8383639547973871,0.5859948992729187,0.6950967907905579,0.7582799196243286,0.8958441615104675,0.33030615746974945,0.7504987239837645
GNN Correlation Only,5,0.8363816160708666,0.5887501835823059,0.6992419362068176,0.7594236135482788,0.8967212438583374,0.33030615746974945,0.7504987239837645
GNN Correlation Only,6,0.8343432992696762,0.5835253596305847,0.6929724812507629,0.7519126534461975,0.8873715400695801,0.33030615746974945,0.7504987239837645
GNN Correlation Only,7,0.8325094729661942,0.5646755695343018,0.6707954406738281,0.7305955290794373,0.8642480969429016,0.33030615746974945,0.7504987239837645
GNN Correlation Only,8,0.8294005244970322,0.567520797252655,0.6734322309494019,0.731246829032898,0.861840009689331,0.33030615746974945,0.7504987239837645
GNN Correlation Only,9,0.8251628018915653,0.5839948654174805,0.6944257020950317,0.7424428462982178,0.8711227774620056,0.33030615746974945,0.7504987239837645
GNN Correlation Only,10,0.8206055276095867,0.5772161483764648,0.6872338056564331,0.7283657193183899,0.8526650667190552,0.33030615746974945,0.7504987239837645
GNN Correlation Only,11,0.8141980320215225,0.5586649179458618,0.6644731760025024,0.7027647495269775,0.8217108845710754,0.33030615746974945,0.7504987239837645
GNN Correlation Only,12,0.8085715156048536,0.5628616213798523,0.6722917556762695,0.6976190805435181,0.8150511384010315,0.33030615746974945,0.7504987239837645
GNN Correlation Only,13,0.8028738331049681,0.5250685214996338,0.6297298669815063,0.6493548154830933,0.7667200565338135,0.33030615746974945,0.7504987239837645
GNN Correlation Only,14,0.7977108880877495,0.5340941548347473,0.6430230736732483,0.6536327600479126,0.7706102728843689,0.33030615746974945,0.7504987239837645
GNN Correlation Only,15,0.793506309390068,0.549041211605072,0.6605641841888428,0.661925733089447,0.7786943912506104,0.33030615746974945,0.7504987239837645
GNN Correlation Only,16,0.7895506136119366,0.5588279962539673,0.6758279800415039,0.6648643612861633,0.7865355610847473,0.33030615746974945,0.7504987239837645
GNN Correlation Only,17,0.786047400906682,0.5596386194229126,0.6754898428916931,0.6624636650085449,0.783799409866333,0.33030615746974945,0.7504987239837645
GNN Correlation Only,18,0.7836832068860531,0.5415256023406982,0.6568448543548584,0.6423089504241943,0.7648743391036987,0.33030615746974945,0.7504987239837645
GNN Correlation Only,19,0.7799439188092947,0.5391356348991394,0.6527330279350281,0.6388168334960938,0.7616427540779114,0.33030615746974945,0.7504987239837645
GNN Correlation Only,20,0.7775285765528679,0.5449978709220886,0.6553980112075806,0.6459642648696899,0.765747606754303,0.33030615746974945,0.7504987239837645
GNN Correlation Only,21,0.7775226384401321,0.5227990746498108,0.6309775710105896,0.6246265769004822,0.7450668811798096,0.33030615746974945,0.7504987239837645
GNN Correlation Only,22,0.7720221467316151,0.5510241389274597,0.6673130989074707,0.6523939371109009,0.7765060067176819,0.33030615746974945,0.7504987239837645
GNN Correlation Only,23,0.7686552982777357,0.5414434671401978,0.6567942500114441,0.6419267058372498,0.7668027281761169,0.33030615746974945,0.7504987239837645
GNN Correlation Only,24,0.764901427552104,0.5356212258338928,0.6481709480285645,0.6353389620780945,0.7587483525276184,0.33030615746974945,0.7504987239837645
GNN Correlation Only,25,0.7643711809068918,0.5512616038322449,0.6658052206039429,0.6528363823890686,0.7763300538063049,0.33030615746974945,0.7504987239837645
GNN Correlation Only,26,0.7589590027928352,0.544627845287323,0.657365083694458,0.6489957571029663,0.7726971507072449,0.33030615746974945,0.7504987239837645
GNN Correlation Only,27,0.7543994057923555,0.5177021622657776,0.6259862780570984,0.6221635341644287,0.7453694343566895,0.33030615746974945,0.7504987239837645
GNN Correlation Only,28,0.753600874915719,0.5021116137504578,0.6092658042907715,0.6066861152648926,0.7322900891304016,0.33030615746974945,0.7504987239837645
GNN Correlation Only,29,0.7547966688871384,0.5297747850418091,0.6445447206497192,0.6385381817817688,0.765192449092865,0.33030615746974945,0.7504987239837645
GNN Correlation Only,30,0.7456721384078264,0.5256806015968323,0.6399713158607483,0.6347792744636536,0.7619049549102783,0.33030615746974945,0.7504987239837645
GNN + News,1,0.8572430647909641,0.5572123527526855,0.6564531326293945,0.7188429832458496,0.8509250283241272,0.33030615746974945,0.7504987239837645
GNN + News,2,0.839405320584774,0.560779869556427,0.66225665807724,0.7185570597648621,0.8508554100990295,0.33030615746974945,0.7504987239837645
GNN + News,3,0.8326619770377874,0.5481923818588257,0.649681568145752,0.70079505443573,0.8337967395782471,0.33030615746974945,0.7504987239837645
GNN + News,4,0.8280569985508919,0.5602442026138306,0.664734959602356,0.7102221250534058,0.8430710434913635,0.33030615746974945,0.7504987239837645
GNN + News,5,0.8251316715031862,0.5521157383918762,0.6571182012557983,0.6983960866928101,0.8294491767883301,0.33030615746974945,0.7504987239837645
GNN + News,6,0.8214418683201075,0.5673192143440247,0.6768861413002014,0.7073167562484741,0.8357799053192139,0.33030615746974945,0.7504987239837645
GNN + News,7,0.8194122090935707,0.5675057172775269,0.6745678186416626,0.7098514437675476,0.8364855051040649,0.33030615746974945,0.7504987239837645
GNN + News,8,0.8132183812558651,0.5553448796272278,0.6630458831787109,0.6880573034286499,0.8103235960006714,0.33030615746974945,0.7504987239837645
GNN + News,9,0.8066314123570919,0.5622556805610657,0.673809289932251,0.6887603402137756,0.809385359287262,0.33030615746974945,0.7504987239837645
GNN + News,10,0.8074422366917133,0.5253339409828186,0.6290667057037354,0.6467776298522949,0.7655226588249207,0.33030615746974945,0.7504987239837645
GNN + News,11,0.7957825623452663,0.5231826305389404,0.6278388500213623,0.6381134390830994,0.7555556297302246,0.33030615746974945,0.7504987239837645
GNN + News,12,0.7970835138112307,0.5127156376838684,0.6135426759719849,0.6329525709152222,0.7503191232681274,0.33030615746974945,0.7504987239837645
GNN + News,13,0.7845245841890574,0.5465567111968994,0.6592859029769897,0.6537590622901917,0.7696776390075684,0.33030615746974945,0.7504987239837645
GNN + News,14,0.7806696835905313,0.5253066420555115,0.6354050040245056,0.632520318031311,0.7501349449157715,0.33030615746974945,0.7504987239837645
GNN + News,15,0.7756520714610815,0.5369295477867126,0.6484965085983276,0.6428734064102173,0.7591632008552551,0.33030615746974945,0.7504987239837645
GNN + News,16,0.7686849739402533,0.5246196389198303,0.6382147669792175,0.627572774887085,0.7499116063117981,0.33030615746974945,0.7504987239837645
GNN + News,17,0.7652269601821899,0.538966178894043,0.6547285914421082,0.6426085829734802,0.7635706663131714,0.33030615746974945,0.7504987239837645
GNN + News,18,0.7670633997768164,0.5521642565727234,0.6697110533714294,0.6511930227279663,0.7700722217559814,0.33030615746974945,0.7504987239837645
GNN + News,19,0.7587187308818102,0.5383440852165222,0.6588242053985596,0.6311289668083191,0.7564682364463806,0.33030615746974945,0.7504987239837645
GNN + News,20,0.7545591741800308,0.5671361684799194,0.6870130300521851,0.6623373627662659,0.7818388938903809,0.33030615746974945,0.7504987239837645
GNN + News,21,0.7509776521474123,0.4812230169773102,0.5867828726768494,0.5879360437393188,0.7199351191520691,0.33030615746974945,0.7504987239837645
GNN + News,22,0.7552026752382517,0.504940927028656,0.6165201663970947,0.6086515188217163,0.7340337634086609,0.33030615746974945,0.7504987239837645
GNN + News,23,0.7453944180160761,0.526745080947876,0.645035982131958,0.6283029913902283,0.7534195780754089,0.33030615746974945,0.7504987239837645
GNN + News,24,0.7385460287332535,0.5089516043663025,0.6244184374809265,0.6123988032341003,0.7396107912063599,0.33030615746974945,0.7504987239837645
GNN + News,25,0.7345052305608988,0.5185043215751648,0.6361930966377258,0.6247284412384033,0.7510671019554138,0.33030615746974945,0.7504987239837645
GNN + News,26,0.7307124100625515,0.5366349220275879,0.6547074317932129,0.6406387686729431,0.764255702495575,0.33030615746974945,0.7504987239837645
GNN + News,27,0.7282276675105095,0.5328606963157654,0.652409017086029,0.6357358694076538,0.759232223033905,0.33030615746974945,0.7504987239837645
GNN + News,28,0.7261462677270174,0.4565551280975342,0.5626715421676636,0.5609291791915894,0.7080940008163452,0.33030615746974945,0.7504987239837645
GNN + News,29,0.7256180513650179,0.4935566484928131,0.6098850965499878,0.6024308800697327,0.7336509823799133,0.33030615746974945,0.7504987239837645
GNN + News,30,0.7216468248516321,0.4716058075428009,0.5816888809204102,0.5869219303131104,0.7239607572555542,0.33030615746974945,0.7504987239837645
GNN + Relationship,1,0.8922555595636368,0.5576378107070923,0.6562842726707458,0.7310546636581421,0.8660062551498413,0.33030615746974945,0.7504987239837645
GNN + Relationship,2,0.8457854613661766,0.5800108909606934,0.6846195459365845,0.7543042898178101,0.8904736042022705,0.33030615746974945,0.7504987239837645
GNN + Relationship,3,0.8402410913258791,0.5679532885551453,0.6721991896629333,0.7409481406211853,0.8777503371238708,0.33030615746974945,0.7504987239837645
GNN + Relationship,4,0.8371546883136034,0.5859546661376953,0.6953150033950806,0.7584623098373413,0.8957627415657043,0.33030615746974945,0.7504987239837645
GNN + Relationship,5,0.8345466759055853,0.5843684673309326,0.6946117877960205,0.7548540234565735,0.8916960954666138,0.33030615746974945,0.7504987239837645
GNN + Relationship,6,0.8318636100739241,0.5816216468811035,0.6918935775756836,0.7494632601737976,0.8846718072891235,0.33030615746974945,0.7504987239837645
GNN + Relationship,7,0.8296175841242075,0.5641445517539978,0.6712429523468018,0.7289921641349792,0.862143337726593,0.33030615746974945,0.7504987239837645
GNN + Relationship,8,0.826084615662694,0.5707651972770691,0.678862452507019,0.7328314185142517,0.8627104163169861,0.33030615746974945,0.7504987239837645
GNN + Relationship,9,0.8214819673448801,0.5776891112327576,0.6885485053062439,0.7334786653518677,0.8606756329536438,0.33030615746974945,0.7504987239837645
GNN + Relationship,10,0.8175201211124659,0.5804824829101562,0.6932702660560608,0.7295500040054321,0.8532254695892334,0.33030615746974945,0.7504987239837645
GNN + Relationship,11,0.8116917405277491,0.5604583621025085,0.6690381169319153,0.7033020853996277,0.8219676613807678,0.33030615746974945,0.7504987239837645
GNN + Relationship,12,0.806560393422842,0.5705733895301819,0.6834672689437866,0.7046480178833008,0.8213333487510681,0.33030615746974945,0.7504987239837645
GNN + Relationship,13,0.8013578839600086,0.534535825252533,0.6412487626075745,0.6596564054489136,0.7752450704574585,0.33030615746974945,0.7504987239837645
GNN + Relationship,14,0.795499699190259,0.536932647228241,0.6474205851554871,0.6546428203582764,0.771267294883728,0.33030615746974945,0.7504987239837645
GNN + Relationship,15,0.7923091538250446,0.5520116090774536,0.6658539175987244,0.6619963049888611,0.7785584926605225,0.33030615746974945,0.7504987239837645
GNN + Relationship,16,0.7887200228869915,0.5612977743148804,0.6785556674003601,0.6680746078491211,0.7871671319007874,0.33030615746974945,0.7504987239837645
GNN + Relationship,17,0.786235960200429,0.5726999044418335,0.6894179582595825,0.6764473915100098,0.7943726778030396,0.33030615746974945,0.7504987239837645
GNN + Relationship,18,0.7831926289945841,0.5427131652832031,0.6588342785835266,0.6443251967430115,0.7655528783798218,0.33030615746974945,0.7504987239837645
GNN + Relationship,19,0.7794759813696146,0.5463774800300598,0.6607856750488281,0.6453407406806946,0.7653759717941284,0.33030615746974945,0.7504987239837645
GNN + Relationship,20,0.7784921377897263,0.5330448150634766,0.642980694770813,0.6332976818084717,0.7526630759239197,0.33030615746974945,0.7504987239837645
GNN + Relationship,21,0.7772614881396294,0.5316195487976074,0.6415753364562988,0.6334578990936279,0.7524699568748474,0.33030615746974945,0.7504987239837645
GNN + Relationship,22,0.7731631137430668,0.5460969805717468,0.6612923741340637,0.6468573212623596,0.7690920829772949,0.33030615746974945,0.7504987239837645
GNN + Relationship,23,0.769877752289176,0.5406683087348938,0.6563886404037476,0.6413007378578186,0.7645274996757507,0.33030615746974945,0.7504987239837645
GNN + Relationship,24,0.7664324697107077,0.535631537437439,0.6475951075553894,0.6366702318191528,0.7577467560768127,0.33030615746974945,0.7504987239837645
GNN + Relationship,25,0.7670046240091324,0.5581850409507751,0.6743943691253662,0.6608847975730896,0.7833301424980164,0.33030615746974945,0.7504987239837645
GNN + Relationship,26,0.7621192447841167,0.5452395677566528,0.6560973525047302,0.6482267379760742,0.7677131295204163,0.33030615746974945,0.7504987239837645
GNN + Relationship,27,0.7577253356575966,0.5199543237686157,0.6290560364723206,0.6268576979637146,0.748757541179657,0.33030615746974945,0.7504987239837645
GNN + Relationship,28,0.757009495049715,0.5052778124809265,0.6131937503814697,0.6103348135948181,0.7332701683044434,0.33030615746974945,0.7504987239837645
GNN + Relationship,29,0.7579458989202976,0.5309849977493286,0.6434332132339478,0.6411842703819275,0.7638951539993286,0.33030615746974945,0.7504987239837645
GNN + Relationship,30,0.7488218154758215,0.5469852685928345,0.6634131669998169,0.6562384366989136,0.7786213159561157,0.33030615746974945,0.7504987239837645
Full Model,1,0.8573751095682383,0.5709941983222961,0.6718089580535889,0.7339547276496887,0.8659599423408508,0.33030615746974945,0.7504987239837645
Full Model,2,0.8403476402163506,0.5721567273139954,0.6741912961006165,0.7338650822639465,0.8664398193359375,0.33030615746974945,0.7504987239837645
Full Model,3,0.8343846965581179,0.5509605407714844,0.6510629057884216,0.7106240391731262,0.8441492319107056,0.33030615746974945,0.7504987239837645
Full Model,4,0.8294839207082987,0.5616019368171692,0.6657333374023438,0.7173682451248169,0.8526173830032349,0.33030615746974945,0.7504987239837645
Full Model,5,0.8267562855035067,0.5535576939582825,0.6579077839851379,0.7056444883346558,0.8397094011306763,0.33030615746974945,0.7504987239837645
Full Model,6,0.8234186321496964,0.5749848484992981,0.6851614713668823,0.7203508019447327,0.8531603813171387,0.33030615746974945,0.7504987239837645
Full Model,7,0.820395028218627,0.5587688088417053,0.6644916534423828,0.7048636078834534,0.8355987668037415,0.33030615746974945,0.7504987239837645
Full Model,8,0.8166983984410763,0.5597905516624451,0.6670262813568115,0.6997429728507996,0.8258801102638245,0.33030615746974945,0.7504987239837645
Full Model,9,0.8106213323771954,0.5550106763839722,0.6637388467788696,0.6880794763565063,0.8120555877685547,0.33030615746974945,0.7504987239837645
Full Model,10,0.8102623838931322,0.5293765664100647,0.632785439491272,0.6605106592178345,0.7815965414047241,0.33030615746974945,0.7504987239837645
Full Model,11,0.8009110204875469,0.517959713935852,0.6197137832641602,0.6437719464302063,0.762946605682373,0.33030615746974945,0.7504987239837645
Full Model,12,0.8007626812905073,0.5267776846885681,0.6314683556556702,0.6518934965133667,0.7687869668006897,0.33030615746974945,0.7504987239837645
Full Model,13,0.78773457929492,0.5474337935447693,0.6591818928718567,0.6634592413902283,0.7780183553695679,0.33030615746974945,0.7504987239837645
Full Model,14,0.782818267121911,0.5414158701896667,0.65382981300354,0.6507954001426697,0.7651606798171997,0.33030615746974945,0.7504987239837645
Full Model,15,0.7756099086254835,0.5577451586723328,0.6741932034492493,0.6655892729759216,0.7807925343513489,0.33030615746974945,0.7504987239837645
Full Model,16,0.7699504345655441,0.523514449596405,0.636502206325531,0.6266486048698425,0.744057297706604,0.33030615746974945,0.7504987239837645
Full Model,17,0.7644651159644127,0.5391767024993896,0.6546541452407837,0.646760880947113,0.765687882900238,0.33030615746974945,0.7504987239837645
Full Model,18,0.7630004826933146,0.5326530337333679,0.6497016549110413,0.6376000642776489,0.7575643658638,0.33030615746974945,0.7504987239837645
Full Model,19,0.7541679907590151,0.5272413492202759,0.6443570852279663,0.6286361217498779,0.7507179975509644,0.33030615746974945,0.7504987239837645
Full Model,20,0.7512374892830849,0.5253124833106995,0.639683187007904,0.625114381313324,0.7450143694877625,0.33030615746974945,0.7504987239837645
Full Model,21,0.7464454080909491,0.4789567291736603,0.5836989283561707,0.5908586978912354,0.7221177220344543,0.33030615746974945,0.7504987239837645
Full Model,22,0.755441440269351,0.5008493661880493,0.6101350784301758,0.6149204969406128,0.7377280592918396,0.33030615746974945,0.7504987239837645
Full Model,23,0.7398626804351807,0.5043475031852722,0.6184093952178955,0.6114025712013245,0.7355889081954956,0.33030615746974945,0.7504987239837645
Full Model,24,0.7334383018314838,0.49673962593078613,0.611713707447052,0.6095073223114014,0.739159882068634,0.33030615746974945,0.7504987239837645
Full Model,25,0.7281057126820087,0.5155399441719055,0.6358610987663269,0.6317657232284546,0.759948194026947,0.33030615746974945,0.7504987239837645
Full Model,26,0.7238117624074221,0.5377435684204102,0.6602320671081543,0.6444587707519531,0.7687530517578125,0.33030615746974945,0.7504987239837645
Full Model,27,0.7200482487678528,0.5270077586174011,0.6492287516593933,0.6327210068702698,0.7568773031234741,0.33030615746974945,0.7504987239837645
Full Model,28,0.7184131629765034,0.4663366377353668,0.5748000144958496,0.584449052810669,0.7223274111747742,0.33030615746974945,0.7504987239837645
Full Model,29,0.7184901088476181,0.5093958973884583,0.6287699937820435,0.6336008310317993,0.7633141875267029,0.33030615746974945,0.7504987239837645
Full Model,30,0.7120983246713877,0.4873195290565491,0.6049468517303467,0.6132485866546631,0.7477630972862244,0.33030615746974945,0.7504987239837645
