epoch,train_loss,train_mae,train_rmse,val_mae,val_rmse,alpha,residual_train_std,weighted_mae_q75,weighted_mae_q90,branch
1,0.6648377254605293,0.3872412443161011,0.4814707934856415,0.5392932891845703,0.6913791298866272,-0.42499999999999993,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
2,0.6333458572626114,0.3893979489803314,0.48199671506881714,0.5401528477668762,0.688522458076477,-0.25,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
3,0.5999825578182936,0.39099976420402527,0.4778902232646942,0.5418906211853027,0.6828155517578125,-0.1499999999999999,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
4,0.5668032956309617,0.3734324872493744,0.44728517532348633,0.5412008166313171,0.6716477274894714,0.2250000000000001,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
5,0.530848344322294,0.38586992025375366,0.4668850898742676,0.5424349308013916,0.6788888573646545,0.0,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
6,0.5099317524582148,0.3764537572860718,0.45252078771591187,0.5419448018074036,0.674838125705719,0.10000000000000009,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
7,0.4885148163884878,0.3681952655315399,0.44174906611442566,0.54166179895401,0.6741744875907898,0.17500000000000004,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
8,0.46897008549422026,0.4006081223487854,0.48982828855514526,0.5417883992195129,0.683387279510498,-0.125,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
9,0.44953664019703865,0.382853239774704,0.46241495013237,0.5424104332923889,0.6780476570129395,0.025000000000000133,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
10,0.43298746505752206,0.3752066493034363,0.45175501704216003,0.5421814322471619,0.6762955784797668,0.07499999999999996,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
11,0.4238984836265445,0.3786725401878357,0.45674964785575867,0.5423958897590637,0.6774672269821167,0.050000000000000044,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
12,0.4124369970522821,0.374014288187027,0.45067477226257324,0.5422271490097046,0.6769197583198547,0.07499999999999996,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
13,0.4059139844030142,0.40259885787963867,0.4911035895347595,0.5420172810554504,0.6822739243507385,-0.09999999999999998,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
14,0.39276561979204416,0.35386908054351807,0.42437803745269775,0.5412707328796387,0.6747631430625916,0.20000000000000018,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
15,0.38965420378372073,0.38586992025375366,0.4668850898742676,0.5424349308013916,0.6788888573646545,0.0,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
16,0.36915661254897714,0.3812698423862457,0.4605961740016937,0.5424180030822754,0.6781180500984192,0.025000000000000133,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
17,0.3666535555385053,0.38586992025375366,0.4668850898742676,0.5424349308013916,0.6788888573646545,0.0,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
18,0.3666871953755617,0.38586992025375366,0.4668850898742676,0.5424349308013916,0.6788888573646545,0.0,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
19,0.3582451422698796,0.3763864040374756,0.4539111852645874,0.5423707962036133,0.6775818467140198,0.050000000000000044,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
20,0.3541489941999316,0.39542752504348755,0.48009446263313293,0.5423344373703003,0.6803067922592163,-0.04999999999999993,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
21,0.3465255368500948,0.38105830550193787,0.4602872431278229,0.5423992276191711,0.6782235503196716,0.025000000000000133,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
22,0.34147631051018834,0.3416000306606293,0.40918463468551636,0.5408594012260437,0.6757522821426392,0.2250000000000001,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
23,0.33639258798211813,0.3553209900856018,0.4263325333595276,0.54180508852005,0.6758725047111511,0.15000000000000013,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
24,0.3336966768838465,0.38586992025375366,0.4668850898742676,0.5424349308013916,0.6788888573646545,0.0,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
25,0.32763028470799327,0.3913142681121826,0.47444474697113037,0.5424242615699768,0.6797810196876526,-0.02499999999999991,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
26,0.325233933981508,0.37496712803840637,0.45236140489578247,0.5423571467399597,0.6779909729957581,0.050000000000000044,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
27,0.3213402722030878,0.34870317578315735,0.41808611154556274,0.5413283109664917,0.675619900226593,0.17500000000000004,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
28,0.32164388755336404,0.3754534125328064,0.45317548513412476,0.5423297882080078,0.6783928275108337,0.050000000000000044,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
29,0.317135525168851,0.3529886305332184,0.4240608215332031,0.5415266752243042,0.6763599514961243,0.15000000000000013,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
30,0.3119795056991279,0.3801353871822357,0.4592598080635071,0.5424063801765442,0.6785186529159546,0.025000000000000133,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
31,0.30876468727365136,0.36862650513648987,0.4438326954841614,0.5421623587608337,0.6765572428703308,0.07499999999999996,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
32,0.30757896741852164,0.3636043965816498,0.4376901090145111,0.5419881343841553,0.6775568723678589,0.10000000000000009,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
33,0.30042121349833906,0.37446197867393494,0.45171085000038147,0.5423318147659302,0.6776787638664246,0.050000000000000044,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
34,0.2976825200021267,0.38586992025375366,0.4668850898742676,0.5424349308013916,0.6788888573646545,0.0,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
35,0.2937214591074735,0.33378133177757263,0.39983659982681274,0.5407494902610779,0.6762583255767822,0.2250000000000001,0.6775496602058411,0.33030615746974945,0.7504987239837645,histgbr_residual_gnn
